Key,Year,Identifier,Model,Model2,Category,Validation,Training (%),Test (%),Time Horizon,Time Horizon (Months),Rank within study,RMSE,nRMSE,R-Squared,R,MAE,MAPE,MASE,CORR,ME,SMAPE,MSE,Lambda,CVE,Pearson's correlation coefficient (ρ),Note/Input Variables,EXCLUDE
424Q2DMX,2024,"Anggraeni, 2024",GRNN,GRNN,Machine Learning,k-fold cross-validation,80,20,1M,1,7,,,,,,0.986,,,,,0.1551,,,,Lowland ,
424Q2DMX,2024,"Anggraeni, 2024",GRNN,GRNN,Machine Learning,k-fold cross-validation,80,20,1M,1,9,,,,,,0.9526,,,,,0.2466,,,,Middle land ,
424Q2DMX,2024,"Anggraeni, 2024",Kalman Filtering,Kalman Filtering,Time Series,k-fold cross-validation,80,20,1M,1,1,,,,,,0.6542,,,,,0.0033,,,,Highland ,
424Q2DMX,2024,"Anggraeni, 2024",Kalman Filtering,Kalman Filtering,Time Series,k-fold cross-validation,80,20,1M,1,1,,,,,,0.2579,,,,,0.014,,,,Lowland ,
424Q2DMX,2024,"Anggraeni, 2024",Kalman Filtering,Kalman Filtering,Time Series,k-fold cross-validation,80,20,1M,1,1,,,,,,0.3226,,,,,0.015,,,,Middle land ,
424Q2DMX,2024,"Anggraeni, 2024",LR,LR,Machine Learning,k-fold cross-validation,80,20,1M,1,5,,,,,,0.9726,,,,,0.09,,,,Highland ,
424Q2DMX,2024,"Anggraeni, 2024",LR,LR,Machine Learning,k-fold cross-validation,80,20,1M,1,8,,,,,,0.9909,,,,,0.1631,,,,Lowland ,
424Q2DMX,2024,"Anggraeni, 2024",LR,LR,Machine Learning,k-fold cross-validation,80,20,1M,1,8,,,,,,0.9321,,,,,0.2282,,,,Middle land ,
424Q2DMX,2024,"Anggraeni, 2024",EMD-GRNN-PSO,Hybrid ,Hybrid ,k-fold cross-validation,80,20,1M,1,2,,,,,,0.871,,,,,0.0001,,,,Highland ,
424Q2DMX,2024,"Anggraeni, 2024",EMD-GRNN-PSO,Hybrid ,Hybrid ,k-fold cross-validation,80,20,1M,1,2,,,,,,0.6774,,,,,0.0001,,,,Lowland ,
424Q2DMX,2024,"Anggraeni, 2024",EMD-GRNN-PSO,Hybrid ,Hybrid ,k-fold cross-validation,80,20,1M,1,2,,,,,,0.7677,,,,,0.0001,,,,Middle land ,
424Q2DMX,2024,"Anggraeni, 2024",SARIMAX,SARIMAX,Time Series,k-fold cross-validation,80,20,1M,1,8,,,,,,0.9842,,,,,0.0923,,,,Highland ,
424Q2DMX,2024,"Anggraeni, 2024",SARIMAX,SARIMAX,Time Series,k-fold cross-validation,80,20,1M,1,9,,,,,,0.9923,,,,,0.2269,,,,Lowland ,
424Q2DMX,2024,"Anggraeni, 2024",SARIMAX,SARIMAX,Time Series,k-fold cross-validation,80,20,1M,1,6,,,,,,0.8904,,,,,0.3072,,,,Middle land ,
424Q2DMX,2024,"Anggraeni, 2024",ARIMA - ANN,Hybrid ,Hybrid ,k-fold cross-validation,80,20,3M,3,4,,,,,,0.9723,,,,,0.2102,,,,Highland ,
424Q2DMX,2024,"Anggraeni, 2024",ARIMA - ANN,Hybrid ,Hybrid ,k-fold cross-validation,80,20,3M,3,5,,,,,,0.9695,,,,,0.1602,,,,Lowland ,
424Q2DMX,2024,"Anggraeni, 2024",ARIMA - ANN,Hybrid ,Hybrid ,k-fold cross-validation,80,20,3M,3,4,,,,,,0.9033,,,,,0.2343,,,,Middle land ,
424Q2DMX,2024,"Anggraeni, 2024",ARIMA - SVM,Hybrid ,Hybrid ,k-fold cross-validation,80,20,3M,3,9,,,,,,0.9731,,,,,0.2208,,,,Highland ,
424Q2DMX,2024,"Anggraeni, 2024",ARIMA - SVM,Hybrid ,Hybrid ,k-fold cross-validation,80,20,3M,3,3,,,,,,0.9652,,,,,0.1625,,,,Lowland ,
424Q2DMX,2024,"Anggraeni, 2024",ARIMA - SVM,Hybrid ,Hybrid ,k-fold cross-validation,80,20,3M,3,3,,,,,,0.8981,,,,,0.2348,,,,Middle land ,
424Q2DMX,2024,"Anggraeni, 2024",ARIMAX,ARIMAX,Time Series,k-fold cross-validation,80,20,3M,3,5,,,,,,0.9963,,,,,0.1934,,,,Highland ,
424Q2DMX,2024,"Anggraeni, 2024",ARIMAX,ARIMAX,Time Series,k-fold cross-validation,80,20,3M,3,7,,,,,,0.9869,,,,,0.1151,,,,Lowland ,
424Q2DMX,2024,"Anggraeni, 2024",ARIMAX,ARIMAX,Time Series,k-fold cross-validation,80,20,3M,3,7,,,,,,0.9352,,,,,0.2078,,,,Middle land ,
424Q2DMX,2024,"Anggraeni, 2024",GMM,GMM,Machine Learning,k-fold cross-validation,80,20,3M,3,2,,,,,,0.9423,,,,,0.0699,,,,Highland ,
424Q2DMX,2024,"Anggraeni, 2024",GMM,GMM,Machine Learning,k-fold cross-validation,80,20,3M,3,4,,,,,,0.9574,,,,,0.079,,,,Lowland ,
424Q2DMX,2024,"Anggraeni, 2024",GMM,GMM,Machine Learning,k-fold cross-validation,80,20,3M,3,5,,,,,,0.9017,,,,,0.104,,,,Middle land ,
424Q2DMX,2024,"Anggraeni, 2024",GRNN,GRNN,Machine Learning,k-fold cross-validation,80,20,3M,3,6,,,,,,0.9777,,,,,0.0892,,,,Highland ,
424Q2DMX,2024,"Anggraeni, 2024",GRNN,GRNN,Machine Learning,k-fold cross-validation,80,20,3M,3,6,,,,,,0.978,,,,,0.1128,,,,Lowland ,
424Q2DMX,2024,"Anggraeni, 2024",GRNN,GRNN,Machine Learning,k-fold cross-validation,80,20,3M,3,9,,,,,,0.9683,,,,,0.1689,,,,Middle land ,
424Q2DMX,2024,"Anggraeni, 2024",Kalman Filtering,Kalman Filtering,Time Series,k-fold cross-validation,80,20,3M,3,3,,,,,,0.9487,,,,,0.0195,,,,Highland ,
424Q2DMX,2024,"Anggraeni, 2024",Kalman Filtering,Kalman Filtering,Time Series,k-fold cross-validation,80,20,3M,3,1,,,,,,0.3695,,,,,0.0279,,,,Lowland ,
424Q2DMX,2024,"Anggraeni, 2024",Kalman Filtering,Kalman Filtering,Time Series,k-fold cross-validation,80,20,3M,3,1,,,,,,0.519,,,,,0.0336,,,,Middle land ,
424Q2DMX,2024,"Anggraeni, 2024",LR,LR,Machine Learning,k-fold cross-validation,80,20,3M,3,7,,,,,,0.9789,,,,,0.0901,,,,Highland ,
424Q2DMX,2024,"Anggraeni, 2024",LR,LR,Machine Learning,k-fold cross-validation,80,20,3M,3,8,,,,,,0.9872,,,,,0.1171,,,,Lowland ,
424Q2DMX,2024,"Anggraeni, 2024",LR,LR,Machine Learning,k-fold cross-validation,80,20,3M,3,8,,,,,,0.9553,,,,,0.1609,,,,Middle land ,
424Q2DMX,2024,"Anggraeni, 2024",EMD-GRNN-PSO,Hybrid ,Hybrid ,k-fold cross-validation,80,20,3M,3,1,,,,,,0.8261,,,,,0.0001,,,,Highland ,
424Q2DMX,2024,"Anggraeni, 2024",EMD-GRNN-PSO,Hybrid ,Hybrid ,k-fold cross-validation,80,20,3M,3,2,,,,,,0.8045,,,,,0.0001,,,,Lowland ,
424Q2DMX,2024,"Anggraeni, 2024",EMD-GRNN-PSO,Hybrid ,Hybrid ,k-fold cross-validation,80,20,3M,3,2,,,,,,0.7283,,,,,0.0001,,,,Middle land ,
424Q2DMX,2024,"Anggraeni, 2024",SARIMAX,SARIMAX,Time Series,k-fold cross-validation,80,20,3M,3,8,,,,,,0.9871,,,,,0.0914,,,,Highland ,
424Q2DMX,2024,"Anggraeni, 2024",SARIMAX,SARIMAX,Time Series,k-fold cross-validation,80,20,3M,3,9,,,,,,0.9967,,,,,0.1798,,,,Lowland ,
424Q2DMX,2024,"Anggraeni, 2024",SARIMAX,SARIMAX,Time Series,k-fold cross-validation,80,20,3M,3,6,,,,,,0.9345,,,,,0.206,,,,Middle land ,
24WXVSWS,2020,"Appice, 2020",ARIMA,ARIMA,Time Series,Training/Testing Data,60,40,12M,12,1,0,,,,,,,,,,,,,,Distrito Federal,
24WXVSWS,2020,"Appice, 2020",ARIMA,ARIMA,Time Series,Training/Testing Data,60,40,12M,12,1,0,,,,,,,,,,,,,,Zacatecas,
24WXVSWS,2020,"Appice, 2020",ARIMA,ARIMA,Time Series,Training/Testing Data,60,40,12M,12,1,0.03,,,,,,,,,,,,,,Tlaxcala,
24WXVSWS,2020,"Appice, 2020",VAR,VAR,Time Series,Training/Testing Data,60,40,12M,12,2,0.04,,,,,,,,,,,,,,Tlaxcala,
24WXVSWS,2020,"Appice, 2020",VAR,VAR,Time Series,Training/Testing Data,60,40,12M,12,2,0.05,,,,,,,,,,,,,,Distrito Federal,
24WXVSWS,2020,"Appice, 2020",k-NN,k-NN,Machine Learning,Training/Testing Data,60,40,12M,12,1,0.1,,,,,,,,,,,,,,Guanajuato,
24WXVSWS,2020,"Appice, 2020",ANN,ANN,Machine Learning,Training/Testing Data,60,40,12M,12,3,0.29,,,,,,,,,,,,,,Distrito Federal,
24WXVSWS,2020,"Appice, 2020",k-NN,k-NN,Machine Learning,Training/Testing Data,60,40,12M,12,1,0.31,,,,,,,,,,,,,,Querétaro,
24WXVSWS,2020,"Appice, 2020",ARIMA,ARIMA,Time Series,Training/Testing Data,60,40,12M,12,1,0.57,,,,,,,,,,,,,,Aguascalientes,
24WXVSWS,2020,"Appice, 2020",VAR,VAR,Time Series,Training/Testing Data,60,40,12M,12,2,0.58,,,,,,,,,,,,,,Aguascalientes,
24WXVSWS,2020,"Appice, 2020",ARIMA,ARIMA,Time Series,Training/Testing Data,60,40,12M,12,1,0.6,,,,,,,,,,,,,,Chihuahua,
24WXVSWS,2020,"Appice, 2020",k-NN,k-NN,Machine Learning,Training/Testing Data,60,40,12M,12,3,0.66,,,,,,,,,,,,,,Zacatecas,
24WXVSWS,2020,"Appice, 2020",ARIMA,ARIMA,Time Series,Training/Testing Data,60,40,12M,12,2,0.7,,,,,,,,,,,,,,Querétaro,
24WXVSWS,2020,"Appice, 2020",k-NN,k-NN,Machine Learning,Training/Testing Data,60,40,12M,12,3,0.88,,,,,,,,,,,,,,Aguascalientes,
24WXVSWS,2020,"Appice, 2020",k-NN,k-NN,Machine Learning,Training/Testing Data,60,40,12M,12,3,1.09,,,,,,,,,,,,,,Tlaxcala,
24WXVSWS,2020,"Appice, 2020",VAR,VAR,Time Series,Training/Testing Data,60,40,12M,12,2,1.11,,,,,,,,,,,,,,Zacatecas,
24WXVSWS,2020,"Appice, 2020",ARIMA,ARIMA,Time Series,Training/Testing Data,60,40,12M,12,1,1.12,,,,,,,,,,,,,,Baja California,
24WXVSWS,2020,"Appice, 2020",k-NN,k-NN,Machine Learning,Training/Testing Data,60,40,12M,12,1,1.12,,,,,,,,,,,,,,Baja California,
24WXVSWS,2020,"Appice, 2020",VAR,VAR,Time Series,Training/Testing Data,60,40,12M,12,2,1.21,,,,,,,,,,,,,,Chihuahua,
24WXVSWS,2020,"Appice, 2020",VAR,VAR,Time Series,Training/Testing Data,60,40,12M,12,2,1.49,,,,,,,,,,,,,,Baja California,
24WXVSWS,2020,"Appice, 2020",VAR,VAR,Time Series,Training/Testing Data,60,40,12M,12,3,1.52,,,,,,,,,,,,,,Querétaro,
24WXVSWS,2020,"Appice, 2020",ANN,ANN,Machine Learning,Training/Testing Data,60,40,12M,12,4,2.2,,,,,,,,,,,,,,Querétaro,
24WXVSWS,2020,"Appice, 2020",ANN,ANN,Machine Learning,Training/Testing Data,60,40,12M,12,3,2.27,,,,,,,,,,,,,,Chihuahua,
24WXVSWS,2020,"Appice, 2020",k-NN,k-NN,Machine Learning,Training/Testing Data,60,40,12M,12,1,2.82,,,,,,,,,,,,,,Durango,
24WXVSWS,2020,"Appice, 2020",ANN,ANN,Machine Learning,Training/Testing Data,60,40,12M,12,4,4.17,,,,,,,,,,,,,,Aguascalientes,
24WXVSWS,2020,"Appice, 2020",k-NN,k-NN,Machine Learning,Training/Testing Data,60,40,12M,12,1,4.44,,,,,,,,,,,,,,Hidalgo,
24WXVSWS,2020,"Appice, 2020",ARIMA,ARIMA,Time Series,Training/Testing Data,60,40,12M,12,2,4.81,,,,,,,,,,,,,,Durango,
24WXVSWS,2020,"Appice, 2020",k-NN,k-NN,Machine Learning,Training/Testing Data,60,40,12M,12,1,5.18,,,,,,,,,,,,,,México,
24WXVSWS,2020,"Appice, 2020",ANN,ANN,Machine Learning,Training/Testing Data,60,40,12M,12,3,5.32,,,,,,,,,,,,,,Baja California,
24WXVSWS,2020,"Appice, 2020",VAR,VAR,Time Series,Training/Testing Data,60,40,12M,12,3,7.32,,,,,,,,,,,,,,Durango,
24WXVSWS,2020,"Appice, 2020",k-NN,k-NN,Machine Learning,Training/Testing Data,60,40,12M,12,4,7.81,,,,,,,,,,,,,,Chihuahua,
24WXVSWS,2020,"Appice, 2020",ANN,ANN,Machine Learning,Training/Testing Data,60,40,12M,12,2,8.2,,,,,,,,,,,,,,México,
24WXVSWS,2020,"Appice, 2020",VAR,VAR,Time Series,Training/Testing Data,60,40,12M,12,2,9.51,,,,,,,,,,,,,,Guanajuato,
24WXVSWS,2020,"Appice, 2020",ANN,ANN,Machine Learning,Training/Testing Data,60,40,12M,12,1,11.44,,,,,,,,,,,,,,Coahuila,
24WXVSWS,2020,"Appice, 2020",ARIMA,ARIMA,Time Series,Training/Testing Data,60,40,12M,12,3,12.23,,,,,,,,,,,,,,México,
24WXVSWS,2020,"Appice, 2020",ARIMA,ARIMA,Time Series,Training/Testing Data,60,40,12M,12,3,12.85,,,,,,,,,,,,,,Guanajuato,
24WXVSWS,2020,"Appice, 2020",RF,RF,Machine Learning,Training/Testing Data,60,40,12M,12,4,12.93,,,,,,,,,,,,,,Tlaxcala,
24WXVSWS,2020,"Appice, 2020",ANN,ANN,Machine Learning,Training/Testing Data,60,40,12M,12,5,16.2,,,,,,,,,,,,,,Tlaxcala,
24WXVSWS,2020,"Appice, 2020",SVM,SVM,Machine Learning,Training/Testing Data,60,40,12M,12,1,16.43,,,,,,,,,,,,,,San Luis Potosí,
24WXVSWS,2020,"Appice, 2020",SVM,SVM,Machine Learning,Training/Testing Data,60,40,12M,12,4,19.62,,,,,,,,,,,,,,México,
24WXVSWS,2020,"Appice, 2020",SVM,SVM,Machine Learning,Training/Testing Data,60,40,12M,12,2,21.75,,,,,,,,,,,,,,Coahuila,
24WXVSWS,2020,"Appice, 2020",k-NN,k-NN,Machine Learning,Training/Testing Data,60,40,12M,12,4,22.24,,,,,,,,,,,,,,Distrito Federal,
24WXVSWS,2020,"Appice, 2020",SVM,SVM,Machine Learning,Training/Testing Data,60,40,12M,12,2,22.26,,,,,,,,,,,,,,Hidalgo,
24WXVSWS,2020,"Appice, 2020",SVM,SVM,Machine Learning,Training/Testing Data,60,40,12M,12,6,23.18,,,,,,,,,,,,,,Tlaxcala,
24WXVSWS,2020,"Appice, 2020",VAR,VAR,Time Series,Training/Testing Data,60,40,12M,12,5,24.11,,,,,,,,,,,,,,México,
24WXVSWS,2020,"Appice, 2020",SVM,SVM,Machine Learning,Training/Testing Data,60,40,12M,12,4,24.15,,,,,,,,,,,,,,Durango,
24WXVSWS,2020,"Appice, 2020",SVM,SVM,Machine Learning,Training/Testing Data,60,40,12M,12,4,25.32,,,,,,,,,,,,,,Zacatecas,
24WXVSWS,2020,"Appice, 2020",SVM,SVM,Machine Learning,Training/Testing Data,60,40,12M,12,5,25.79,,,,,,,,,,,,,,Chihuahua,
24WXVSWS,2020,"Appice, 2020",SVM,SVM,Machine Learning,Training/Testing Data,60,40,12M,12,5,25.99,,,,,,,,,,,,,,Aguascalientes,
24WXVSWS,2020,"Appice, 2020",SVM,SVM,Machine Learning,Training/Testing Data,60,40,12M,12,5,26.17,,,,,,,,,,,,,,Distrito Federal,
24WXVSWS,2020,"Appice, 2020",ARIMA,ARIMA,Time Series,Training/Testing Data,60,40,12M,12,3,26.24,,,,,,,,,,,,,,Hidalgo,
24WXVSWS,2020,"Appice, 2020",SVM,SVM,Machine Learning,Training/Testing Data,60,40,12M,12,4,26.5,,,,,,,,,,,,,,Baja California,
24WXVSWS,2020,"Appice, 2020",SVM,SVM,Machine Learning,Training/Testing Data,60,40,12M,12,5,26.89,,,,,,,,,,,,,,Querétaro,
24WXVSWS,2020,"Appice, 2020",ARIMA,ARIMA,Time Series,Training/Testing Data,60,40,12M,12,3,27.24,,,,,,,,,,,,,,Coahuila,
24WXVSWS,2020,"Appice, 2020",SVM,SVM,Machine Learning,Training/Testing Data,60,40,12M,12,4,27.24,,,,,,,,,,,,,,Guanajuato,
24WXVSWS,2020,"Appice, 2020",ANN,ANN,Machine Learning,Training/Testing Data,60,40,12M,12,4,27.36,,,,,,,,,,,,,,Hidalgo,
24WXVSWS,2020,"Appice, 2020",k-NN,k-NN,Machine Learning,Training/Testing Data,60,40,12M,12,1,27.37,,,,,,,,,,,,,,Tabasco,
24WXVSWS,2020,"Appice, 2020",VAR,VAR,Time Series,Training/Testing Data,60,40,12M,12,4,29.9,,,,,,,,,,,,,,Coahuila,
24WXVSWS,2020,"Appice, 2020",SVM,SVM,Machine Learning,Training/Testing Data,60,40,12M,12,2,33.24,,,,,,,,,,,,,,Tabasco,
24WXVSWS,2020,"Appice, 2020",RF,RF,Machine Learning,Training/Testing Data,60,40,12M,12,6,34.04,,,,,,,,,,,,,,Distrito Federal,
24WXVSWS,2020,"Appice, 2020",RF,RF,Machine Learning,Training/Testing Data,60,40,12M,12,5,34.21,,,,,,,,,,,,,,Hidalgo,
24WXVSWS,2020,"Appice, 2020",RF,RF,Machine Learning,Training/Testing Data,60,40,12M,12,5,36.53,,,,,,,,,,,,,,Zacatecas,
24WXVSWS,2020,"Appice, 2020",VAR,VAR,Time Series,Training/Testing Data,60,40,12M,12,6,38.59,,,,,,,,,,,,,,Hidalgo,
24WXVSWS,2020,"Appice, 2020",RF,RF,Machine Learning,Training/Testing Data,60,40,12M,12,5,39.73,,,,,,,,,,,,,,Durango,
24WXVSWS,2020,"Appice, 2020",RF,RF,Machine Learning,Training/Testing Data,60,40,12M,12,6,41.29,,,,,,,,,,,,,,Aguascalientes,
24WXVSWS,2020,"Appice, 2020",RF,RF,Machine Learning,Training/Testing Data,60,40,12M,12,6,41.69,,,,,,,,,,,,,,Querétaro,
24WXVSWS,2020,"Appice, 2020",RF,RF,Machine Learning,Training/Testing Data,60,40,12M,12,2,43.85,,,,,,,,,,,,,,San Luis Potosí,
24WXVSWS,2020,"Appice, 2020",RF,RF,Machine Learning,Training/Testing Data,60,40,12M,12,5,48.82,,,,,,,,,,,,,,Guanajuato,
24WXVSWS,2020,"Appice, 2020",RF,RF,Machine Learning,Training/Testing Data,60,40,12M,12,3,53.59,,,,,,,,,,,,,,Tabasco,
24WXVSWS,2020,"Appice, 2020",RF,RF,Machine Learning,Training/Testing Data,60,40,12M,12,6,55.16,,,,,,,,,,,,,,Chihuahua,
24WXVSWS,2020,"Appice, 2020",RF,RF,Machine Learning,Training/Testing Data,60,40,12M,12,5,59.03,,,,,,,,,,,,,,Baja California,
24WXVSWS,2020,"Appice, 2020",VAR,VAR,Time Series,Training/Testing Data,60,40,12M,12,3,59.76,,,,,,,,,,,,,,San Luis Potosí,
24WXVSWS,2020,"Appice, 2020",ARIMA,ARIMA,Time Series,Training/Testing Data,60,40,12M,12,4,60.94,,,,,,,,,,,,,,San Luis Potosí,
24WXVSWS,2020,"Appice, 2020",ANN,ANN,Machine Learning,Training/Testing Data,60,40,12M,12,5,61.18,,,,,,,,,,,,,,San Luis Potosí,
24WXVSWS,2020,"Appice, 2020",RF,RF,Machine Learning,Training/Testing Data,60,40,12M,12,5,63.58,,,,,,,,,,,,,,Coahuila,
24WXVSWS,2020,"Appice, 2020",ANN,ANN,Machine Learning,Training/Testing Data,60,40,12M,12,4,76.77,,,,,,,,,,,,,,Tabasco,
24WXVSWS,2020,"Appice, 2020",k-NN,k-NN,Machine Learning,Training/Testing Data,60,40,12M,12,1,79.99,,,,,,,,,,,,,,Sinaloa,
24WXVSWS,2020,"Appice, 2020",k-NN,k-NN,Machine Learning,Training/Testing Data,60,40,12M,12,1,80.55,,,,,,,,,,,,,,Veracruz,
24WXVSWS,2020,"Appice, 2020",ARIMA,ARIMA,Time Series,Training/Testing Data,60,40,12M,12,2,86.13,,,,,,,,,,,,,,Sinaloa,
24WXVSWS,2020,"Appice, 2020",k-NN,k-NN,Machine Learning,Training/Testing Data,60,40,12M,12,1,86.38,,,,,,,,,,,,,,Chiapas,
24WXVSWS,2020,"Appice, 2020",RF,RF,Machine Learning,Training/Testing Data,60,40,12M,12,3,90.9,,,,,,,,,,,,,,Sinaloa,
24WXVSWS,2020,"Appice, 2020",RF,RF,Machine Learning,Training/Testing Data,60,40,12M,12,2,91.45,,,,,,,,,,,,,,Veracruz,
24WXVSWS,2020,"Appice, 2020",RF,RF,Machine Learning,Training/Testing Data,60,40,12M,12,1,92.09,,,,,,,,,,,,,,Tamaulipas,
24WXVSWS,2020,"Appice, 2020",VAR,VAR,Time Series,Training/Testing Data,60,40,12M,12,4,96.05,,,,,,,,,,,,,,Sinaloa,
24WXVSWS,2020,"Appice, 2020",SVM,SVM,Machine Learning,Training/Testing Data,60,40,12M,12,2,96.73,,,,,,,,,,,,,,Chiapas,
24WXVSWS,2020,"Appice, 2020",ARIMA,ARIMA,Time Series,Training/Testing Data,60,40,12M,12,1,98.74,,,,,,,,,,,,,,Morelos,
24WXVSWS,2020,"Appice, 2020",ANN,ANN,Machine Learning,Training/Testing Data,60,40,12M,12,6,99.66,,,,,,,,,,,,,,Guanajuato,
24WXVSWS,2020,"Appice, 2020",RF,RF,Machine Learning,Training/Testing Data,60,40,12M,12,3,100.89,,,,,,,,,,,,,,Chiapas,
24WXVSWS,2020,"Appice, 2020",RF,RF,Machine Learning,Training/Testing Data,60,40,12M,12,1,101.75,,,,,,,,,,,,,,Campeche,
24WXVSWS,2020,"Appice, 2020",SVM,SVM,Machine Learning,Training/Testing Data,60,40,12M,12,2,105.84,,,,,,,,,,,,,,Tamaulipas,
24WXVSWS,2020,"Appice, 2020",RF,RF,Machine Learning,Training/Testing Data,60,40,12M,12,1,106.84,,,,,,,,,,,,,,Colima,
24WXVSWS,2020,"Appice, 2020",ARIMA,ARIMA,Time Series,Training/Testing Data,60,40,12M,12,3,108.5,,,,,,,,,,,,,,Tamaulipas,
24WXVSWS,2020,"Appice, 2020",SVM,SVM,Machine Learning,Training/Testing Data,60,40,12M,12,5,111.21,,,,,,,,,,,,,,Sinaloa,
24WXVSWS,2020,"Appice, 2020",k-NN,k-NN,Machine Learning,Training/Testing Data,60,40,12M,12,2,113.35,,,,,,,,,,,,,,Campeche,
24WXVSWS,2020,"Appice, 2020",RF,RF,Machine Learning,Training/Testing Data,60,40,12M,12,6,115.34,,,,,,,,,,,,,,México,
24WXVSWS,2020,"Appice, 2020",VAR,VAR,Time Series,Training/Testing Data,60,40,12M,12,2,119.54,,,,,,,,,,,,,,Morelos,
24WXVSWS,2020,"Appice, 2020",ANN,ANN,Machine Learning,Training/Testing Data,60,40,12M,12,6,120.89,,,,,,,,,,,,,,Zacatecas,
24WXVSWS,2020,"Appice, 2020",ANN,ANN,Machine Learning,Training/Testing Data,60,40,12M,12,6,121.87,,,,,,,,,,,,,,Durango,
24WXVSWS,2020,"Appice, 2020",VAR,VAR,Time Series,Training/Testing Data,60,40,12M,12,3,123,,,,,,,,,,,,,,Campeche,
24WXVSWS,2020,"Appice, 2020",SVM,SVM,Machine Learning,Training/Testing Data,60,40,12M,12,4,126.66,,,,,,,,,,,,,,Campeche,
24WXVSWS,2020,"Appice, 2020",RF,RF,Machine Learning,Training/Testing Data,60,40,12M,12,1,127.01,,,,,,,,,,,,,,Puebla,
24WXVSWS,2020,"Appice, 2020",SVM,SVM,Machine Learning,Training/Testing Data,60,40,12M,12,3,127.68,,,,,,,,,,,,,,Veracruz,
24WXVSWS,2020,"Appice, 2020",VAR,VAR,Time Series,Training/Testing Data,60,40,12M,12,2,132.11,,,,,,,,,,,,,,Puebla,
24WXVSWS,2020,"Appice, 2020",VAR,VAR,Time Series,Training/Testing Data,60,40,12M,12,1,133.3,,,,,,,,,,,,,,Nuevo León,
24WXVSWS,2020,"Appice, 2020",SVM,SVM,Machine Learning,Training/Testing Data,60,40,12M,12,2,134.04,,,,,,,,,,,,,,Colima,
24WXVSWS,2020,"Appice, 2020",RF,RF,Machine Learning,Training/Testing Data,60,40,12M,12,1,134.67,,,,,,,,,,,,,,Michoacán,
24WXVSWS,2020,"Appice, 2020",SVM,SVM,Machine Learning,Training/Testing Data,60,40,12M,12,3,136,,,,,,,,,,,,,,Puebla,
24WXVSWS,2020,"Appice, 2020",ANN,ANN,Machine Learning,Training/Testing Data,60,40,12M,12,6,136.94,,,,,,,,,,,,,,Campeche,
24WXVSWS,2020,"Appice, 2020",SVM,SVM,Machine Learning,Training/Testing Data,60,40,12M,12,2,137.57,,,,,,,,,,,,,,Michoacán,
24WXVSWS,2020,"Appice, 2020",ARIMA,ARIMA,Time Series,Training/Testing Data,60,40,12M,12,5,138.16,,,,,,,,,,,,,,Campeche,
24WXVSWS,2020,"Appice, 2020",ARIMA,ARIMA,Time Series,Training/Testing Data,60,40,12M,12,4,138.41,,,,,,,,,,,,,,Puebla,
24WXVSWS,2020,"Appice, 2020",k-NN,k-NN,Machine Learning,Training/Testing Data,60,40,12M,12,3,142.73,,,,,,,,,,,,,,Colima,
24WXVSWS,2020,"Appice, 2020",ANN,ANN,Machine Learning,Training/Testing Data,60,40,12M,12,6,143.51,,,,,,,,,,,,,,Sinaloa,
24WXVSWS,2020,"Appice, 2020",k-NN,k-NN,Machine Learning,Training/Testing Data,60,40,12M,12,1,148.11,,,,,,,,,,,,,,Yucatán,
24WXVSWS,2020,"Appice, 2020",k-NN,k-NN,Machine Learning,Training/Testing Data,60,40,12M,12,3,148.5,,,,,,,,,,,,,,Morelos,
24WXVSWS,2020,"Appice, 2020",ANN,ANN,Machine Learning,Training/Testing Data,60,40,12M,12,5,150.32,,,,,,,,,,,,,,Puebla,
24WXVSWS,2020,"Appice, 2020",SVM,SVM,Machine Learning,Training/Testing Data,60,40,12M,12,1,150.42,,,,,,,,,,,,,,Jalisco,
24WXVSWS,2020,"Appice, 2020",ANN,ANN,Machine Learning,Training/Testing Data,60,40,12M,12,4,150.97,,,,,,,,,,,,,,Colima,
